Chapter,Section,VerseRange,Text
4,4,23-25,"`This has been told by a verse (Rik): ""This eternal larger by work, nor does it grow smaller. Let man try to find (know) its trace, for having found (known) it, he is not sullied by any evil deed."" `He therefore that knows it, after having become quiet, subdued, satisfied, patient, and collected, sees self in Self, sees all as Self. Evil does not overcome him, he overcomes all evil. Evil does not burn him, he burns all evil. Free from evil, free from spots, free from Brahma-world, O King,' thus spoke Yagnavalkya. Ganaka Vaideha said: `Sir, I give you the Videhas, and also myself, to be together your slaves.' This indeed is the great, the unborn Self, the strong, the giver of wealth. He who knows this obtains wealth. This great, unborn Self, undecaying, undying,"
4,4,24-25,"This indeed is the great, the unborn Self, the strong, the giver of wealth. He who knows this obtains wealth. This great, unborn Self, undecaying, undying, immortal, fearless, is indeed Brahman. Fearless is Brahman, and he who knows this becomes verily the fearless Brahman."
4,5,1-3,"Yagnavalkya had two wives, Maitreyi and Katyayani. Of these Maitreyi was conversant with Brahman, but Katyayani possessed such knowledge only as women possess. And Yagnavalkya, when he wished to get ready for another state of life (when he wished to give up the state of a householder, and retire into the forest), Said, `Maitreyi, verily I am going away from this my house (into the forest). Forsooth, let me make a settlement between thee and that Katyayani.' Maitreyi said: `My Lord, if this whole earth, full of"
4,5,2-4,"Said, `Maitreyi, verily I am going away from this my house (into the forest). Forsooth, let me make a settlement between thee and that Katyayani.' Maitreyi said: `My Lord, if this whole earth, full of wealth, belonged to me, tell me, should I be immortal by it, or no?' `No,' replied Yagnavalkya, `like the life of rich people will be thy life. But there is no hope of immortality by wealth.' And Maitreyi said: `What should I do with that by"
4,5,3-5,"Maitreyi said: `My Lord, if this whole earth, full of wealth, belonged to me, tell me, should I be immortal by it, or no?' `No,' replied Yagnavalkya, `like the life of rich people will be thy life. But there is no hope of immortality by wealth.' And Maitreyi said: `What should I do with that by which I do not become immortal? What my Lord knoweth (of immortality), tell that clearly to me.' Yagnavalkya replied: `Thou who art truly dear to"
4,5,4-6,"And Maitreyi said: `What should I do with that by which I do not become immortal? What my Lord knoweth (of immortality), tell that clearly to me.' Yagnavalkya replied: `Thou who art truly dear to me, thou hast increased what is dear (to me in thee). Therefore, if you like, Lady, I will explain it to thee, and mark well what I say.' And he said: `Verily, a husband is not dear, that"
4,5,5-7,"Yagnavalkya replied: `Thou who art truly dear to me, thou hast increased what is dear (to me in thee). Therefore, if you like, Lady, I will explain it to thee, and mark well what I say.' And he said: `Verily, a husband is not dear, that you may love the husband; but that you may love the Self, therefore a husband is dear. `Verily, a wife is not dear, that you may love the wife; but that you may love the Self, therefore a wife is dear. `Verily, sons are not dear, that you may love the sons; but that you may love the Self, therefore sons are dear. `Verily, wealth is not dear, that you may love wealth; but that you may love the Self, therefore wealth is dear. `Verily, cattle are not dear, that you may love cattle; but that you may love the Self, therefore cattle are dear. `Verily, the Brahman-class is not dear, that you may love the Brahman-class; but that you may love the Self, therefore the Brahman-class is dear. `Verily, the Kshatra-class is not dear, that you may love the Kshatra-class; but that you may love the Self, therefore the Kshatra-class is dear. `Verily, the worlds are not dear, that you may love the worlds; but that you may love the Self, therefore the worlds are dear. `Verily, the Devas are not dear, that you may love the Devas; but that you may love the Self, therefore the Devas are dear. `Verily, the Vedas are not dear, that you may love the Vedas; but that you may love the Self, therefore the Vedas are dear. `Verily, creatures are not dear, that you may love the creatures; but that you may love the Self, therefore are creatures dear. `Verily, everything is not dear, that you may love everything; but that you may love the Self, therefore everything is dear. `Verily, the Self is to be seen, to be heard, to be perceived, to be marked, O Maitreyi! When the Self has been seen, heard, perceived, and known, then all this is known.' `Whosoever looks for the Brahman-class"
4,5,6-8,"And he said: `Verily, a husband is not dear, that you may love the husband; but that you may love the Self, therefore a husband is dear. `Verily, a wife is not dear, that you may love the wife; but that you may love the Self, therefore a wife is dear. `Verily, sons are not dear, that you may love the sons; but that you may love the Self, therefore sons are dear. `Verily, wealth is not dear, that you may love wealth; but that you may love the Self, therefore wealth is dear. `Verily, cattle are not dear, that you may love cattle; but that you may love the Self, therefore cattle are dear. `Verily, the Brahman-class is not dear, that you may love the Brahman-class; but that you may love the Self, therefore the Brahman-class is dear. `Verily, the Kshatra-class is not dear, that you may love the Kshatra-class; but that you may love the Self, therefore the Kshatra-class is dear. `Verily, the worlds are not dear, that you may love the worlds; but that you may love the Self, therefore the worlds are dear. `Verily, the Devas are not dear, that you may love the Devas; but that you may love the Self, therefore the Devas are dear. `Verily, the Vedas are not dear, that you may love the Vedas; but that you may love the Self, therefore the Vedas are dear. `Verily, creatures are not dear, that you may love the creatures; but that you may love the Self, therefore are creatures dear. `Verily, everything is not dear, that you may love everything; but that you may love the Self, therefore everything is dear. `Verily, the Self is to be seen, to be heard, to be perceived, to be marked, O Maitreyi! When the Self has been seen, heard, perceived, and known, then all this is known.' `Whosoever looks for the Brahman-class elsewhere than in the Self, was abandoned by the Brahman-class. Whosoever looks for the Kshatra-class elsewhere than in the Self, was abandoned by the Kshatra-class. Whosoever looks for the worlds elsewhere than in the Self, was abandoned by the worlds. Whosoever looks for the Devas elsewhere than in the Self, was abandoned by the Devas. Whosoever looks for the Vedas elsewhere than in the Self, was abandoned by the Vedas. Whosoever looks for the creatures elsewhere than in the Self, was abandoned by the creatures. Whosoever looks for anything elsewhere than in the Self, was abandoned by anything. `This Brahman-class, this Kshatra-class, these worlds, these Devas, these Vedas, all these beings, this everything, all is that Self. `Now as the sounds of a drum, when beaten,"
4,5,7-9,"`Whosoever looks for the Brahman-class elsewhere than in the Self, was abandoned by the Brahman-class. Whosoever looks for the Kshatra-class elsewhere than in the Self, was abandoned by the Kshatra-class. Whosoever looks for the worlds elsewhere than in the Self, was abandoned by the worlds. Whosoever looks for the Devas elsewhere than in the Self, was abandoned by the Devas. Whosoever looks for the Vedas elsewhere than in the Self, was abandoned by the Vedas. Whosoever looks for the creatures elsewhere than in the Self, was abandoned by the creatures. Whosoever looks for anything elsewhere than in the Self, was abandoned by anything. `This Brahman-class, this Kshatra-class, these worlds, these Devas, these Vedas, all these beings, this everything, all is that Self. `Now as the sounds of a drum, when beaten, cannot be seized externally (by themselves), but the sound is seized, when the drum is seized, or the beater of the drum; `And as the sounds of a conch-shell, when blown,"
4,5,8-10,"`Now as the sounds of a drum, when beaten, cannot be seized externally (by themselves), but the sound is seized, when the drum is seized, or the beater of the drum; `And as the sounds of a conch-shell, when blown, cannot be seized externally (by themselves), but the sound is seized, when the shell is seized, or the blower of the shell; `And as the sounds of a lute, when played,"
4,5,9-11,"`And as the sounds of a conch-shell, when blown, cannot be seized externally (by themselves), but the sound is seized, when the shell is seized, or the blower of the shell; `And as the sounds of a lute, when played, cannot be seized externally (by themselves), but the sound is seized, when the lute is seized, or the player of the lute; `As clouds of smoke proceed by themselves out"
4,5,10-12,"`And as the sounds of a lute, when played, cannot be seized externally (by themselves), but the sound is seized, when the lute is seized, or the player of the lute; `As clouds of smoke proceed by themselves out of lighted fire kindled with damp fuel, thus verily, O Maitreyi, has been breathed forth from this great Being what we have as Rig-veda, Yagur-veda, Samaveda, Atharvangirasas, Itihasa, Purana, Vidya, the Upanishads, Slokas, Sutras, Anuvyakhyanas, Vyakhyanas, what is sacrificed, what is poured out, food, drink, this world and the other world, and all creatures. From him alone all these were breathed forth. `As all waters find their centre in the sea, all"
4,5,11-13,"`As clouds of smoke proceed by themselves out of lighted fire kindled with damp fuel, thus verily, O Maitreyi, has been breathed forth from this great Being what we have as Rig-veda, Yagur-veda, Samaveda, Atharvangirasas, Itihasa, Purana, Vidya, the Upanishads, Slokas, Sutras, Anuvyakhyanas, Vyakhyanas, what is sacrificed, what is poured out, food, drink, this world and the other world, and all creatures. From him alone all these were breathed forth. `As all waters find their centre in the sea, all touches in the skin, all tastes in the tongue, all smells in the nose, all colours in the eye, all sounds in the ear, all percepts in the mind, all knowledge in the heart, all actions in the hands, all movements in the feet, and all the Vedas in speech, `As a mass of salt has neither inside nor outside,"
4,5,12-14,"`As all waters find their centre in the sea, all touches in the skin, all tastes in the tongue, all smells in the nose, all colours in the eye, all sounds in the ear, all percepts in the mind, all knowledge in the heart, all actions in the hands, all movements in the feet, and all the Vedas in speech, `As a mass of salt has neither inside nor outside, but is altogether a mass of taste, thus indeed has that Self neither inside nor outside, but is altogether a mass of knowledge; and having risen from out these elements, vanishes again in them. When he has departed, there is no more knowledge (name), I say, O Maitreyi,' thus spoke Yagnavalkya. Then Maitreyi said: `Here, Sir, thou hast landed"
4,5,13-15,"`As a mass of salt has neither inside nor outside, but is altogether a mass of taste, thus indeed has that Self neither inside nor outside, but is altogether a mass of knowledge; and having risen from out these elements, vanishes again in them. When he has departed, there is no more knowledge (name), I say, O Maitreyi,' thus spoke Yagnavalkya. Then Maitreyi said: `Here, Sir, thou hast landed me in utter bewilderment. Indeed, I do not understand him.' But he replied: `O Maitreyi, I say nothing that is bewildering. Verily, beloved, that Self is imperishable, and of an indestructible nature. `For when there is as it were duality, then one"
4,5,14-15,"Then Maitreyi said: `Here, Sir, thou hast landed me in utter bewilderment. Indeed, I do not understand him.' But he replied: `O Maitreyi, I say nothing that is bewildering. Verily, beloved, that Self is imperishable, and of an indestructible nature. `For when there is as it were duality, then one sees the other, one smells the other, one tastes the other, one salutes the other, one hears the other, one perceives the other, one touches the other, one knows the other; but when the Self only is all this, how should he see another, how should he smell another, how should he taste another, how should he salute another, how should he hear another, how should he touch another, how should he know another? How should he know Him by whom he knows all this? That Self is to be described by No, no! He is incomprehensible, for he cannot be comprehended; he is imperishable, for he cannot perish; he is unattached, for he does not attach himself; unfettered, he does not suffer, he does not fail. How, O beloved, should he know the Knower? Thus, O Maitreyi, thou hast been instructed. Thus far goes immortality.' Having said so, Yagnavalkya went away (into the forest)."
4,6,1-3,"Now follows the stem: 1. (We) from Pautimashya, 2. Pautimashya from Gaupavana, 3. Gaupavana from Pautimashya, 4. Pautimashya from Gaupavana, 5. Gaupavana from Kausika, 6. Kausika from Kaundinya, 7. Kaundinya from Sandilya, 8. Sandilya from Kausika and Gautama, 9. Gautama from Agnivesya, 10. Agnivesya from Gargya, 11. Gargya from Gargya, 12. Gargya from Gautama, 13. Gautama from Saitava, 14. Saitava from Parasaryayana, 15. Parasaryayana from Gargyayana, 16. Gargyayana from Uddalakayana, 17. Uddalakayana from Gabalayana, 18. Gabalayana from Madhyandinayana, 19. Madhyandinayana from Saukarayana, 20. Saukarayana from Kashayana, 21. Kashayana from Sayakayana, 22. Sayakayana from Kausikayani, 23. Kausikayani from Ghritakausika,"
4,6,2-3,"from Agnivesya, 10. Agnivesya from Gargya, 11. Gargya from Gargya, 12. Gargya from Gautama, 13. Gautama from Saitava, 14. Saitava from Parasaryayana, 15. Parasaryayana from Gargyayana, 16. Gargyayana from Uddalakayana, 17. Uddalakayana from Gabalayana, 18. Gabalayana from Madhyandinayana, 19. Madhyandinayana from Saukarayana, 20. Saukarayana from Kashayana, 21. Kashayana from Sayakayana, 22. Sayakayana from Kausikayani, 23. Kausikayani from Ghritakausika, 24. Ghritakausika from Parasaryayana, 25. Parasaryayana from Parasarya, 26. Parasarya from Gatukarnya, 27. Gatukarnya from Asurayana and Yaska, 28. Asurayana from Travani, 29. Travani from Aupagandhani, 30. Aupagandhani from Asuri, 31. Asuri from Bharadvaga, 32. Bharadvaga from Atreya, 33. Atreya from Manti, 34. Manti from Gautama, 35. Gautama from Gautama, 36. Gautama from Vatsya, 37. Vatsya from Sandilya, 38. Sandilya from Kaisorya Kapya, 39. Kaisorya Kapya from Kumaraharita, 40. Kumaraharita from Galava, 41. Galava from Vidarbhi-kaundinya, 42. Vidarbhi-kaundinya from Vatsanapat Babhrava, 43. Vatsanapat Babhrava from Pathi Saubhara, 44. Pathi Saubhara from Ayasya Angirasa, 45. Ayasya Angirasa from Abhuti Tvashtra, 46. Abhuti Tvashtra from Visvarupa Tvashtra, 47. Visvarupa Tvashtra from Asvinau, 48. Asvinau from Dadhyak Atharvana, 49. Dadhyak Atharvana from Atharvan Daiva, 50. Atharvan Daiva from Mrityu Pradhvamsana, 51. Mrityu Pradhvamsana from Pradhvamsana, 52. Pradhvamsana from Ekarshi, 53. Ekarshi from Viprakitti, 54. Viprakitti from Vyashti, 55. Vyashti from Sanaru, 56. Sanaru from Sanatana, 57. Sanatana from Sanaga, 58. Sanaga from Parameshthin, 59. Parameshthin from Brahman, 60. Brahman is Svayambhu, self-existent. Adoration to Brahman. "
5,1,1-1,"That (the invisible Brahman) is full, this (the visible Brahman) is full. This full (visible Brahman) proceeds from that full (invisible Brahman). On grasping the fulness of this full (visible Brahman) there is left that full (invisible Brahman). Om (is) ether, (is) Brahman. `There is the old ether (the invisible), and the (visible) ether of the atmosphere,' thus said Kauravyayaniputra. This (the Om) is the Veda (the means of knowledge), thus the known."
5,2,1-3,"The threefold descendants of Pragapati, gods, men, and Asuras (evil spirits), dwelt as Brahmakarins (students) with their father Pragapati. Having finished their studentship the gods said: `Tell us (something), Sir.' He told them the syllable Da. Then he said: `Did you understand?' They said: `We did understand. You told us ""Damyata,"" Be subdued.' `Yes,' he said, `you have understood.' Then the men said to him: `Tell us something, Sir.' He told them the same syllable Da. Then he said: `Did you understand?' They said: `We did understand. You told us, ""Datta,"" Give.' `Yes,' he said, `you have understood.' Then the Asuras said to him: `Tell us something,"
5,2,2-3,"Then the men said to him: `Tell us something, Sir.' He told them the same syllable Da. Then he said: `Did you understand?' They said: `We did understand. You told us, ""Datta,"" Give.' `Yes,' he said, `you have understood.' Then the Asuras said to him: `Tell us something, Sir.' He told them the same syllable Da. Then he said: `Did you understand?' They said: `We did understand. You told us, ""Dayadham,"" Be merciful.' `Yes,' he said, `you have understood.' The divine voice of thunder repeats the same, Da Da Da, that is, Be subdued, Give, Be merciful. Therefore let that triad be taught, Subduing, Giving, and Mercy."
5,3,1-1,"Pragapati is the heart, is this Brahman, is all this. The heart, hridaya, consists of three syllables. One syllable is hri, and to him who knows this, his own people and others bring offerings. One syllable is da, and to him who knows this, his own people and others bring gifts. One syllable is yam, and he who knows this, goes to heaven (svarga) as his world."
5,4,1-1,"This (heart) indeed is even that, it was indeed the true (Brahman). And whosoever knows this great glorious first-born as the true Brahman, he conquers these worlds, and conquered likewise may that (enemy) be! yes, whosoever knows this great glorious first-born as the true Brahman; for Brahman is the true."
5,5,1-3,"In the beginning this (world) was water. Water produced the true, and the true is Brahman. Brahman produced Pragapati, Pragapati the Devas (gods). The Devas adore the true (satyam) alone. This satyam consists of three syllables. One syllable is sa, another t(i), the third yam. The first and last syllables are true, in the middle there is the untrue. This untrue is on both sides enclosed by the true, and thus the true preponderates. The untrue does not hurt him who knows this. Now what is the true, that is the Aditya (the sun), the person that dwells in yonder orb, and the person in the right eye. These two rest on each other, the former resting with his rays in the latter, the latter with his pranas (senses) in the former. When the latter is on the point of departing this life, he sees that orb as white only, and those rays (of the sun) do not return to him. Now of the person in that (solar) orb Bhuh is the"
5,5,2-4,"Now what is the true, that is the Aditya (the sun), the person that dwells in yonder orb, and the person in the right eye. These two rest on each other, the former resting with his rays in the latter, the latter with his pranas (senses) in the former. When the latter is on the point of departing this life, he sees that orb as white only, and those rays (of the sun) do not return to him. Now of the person in that (solar) orb Bhuh is the head, for the head is one, and that syllable is one; Bhuvah the two arms, for the arms are two, and these syllables are two; Svar the foot, for the feet are two, and these syllables are two. Its secret name is Ahar (day), and he who knows this, destroys (hanti) evil and leaves (gahati) it. Of the person in the right eye Bhuh is the head, for"
5,5,3-4,"Now of the person in that (solar) orb Bhuh is the head, for the head is one, and that syllable is one; Bhuvah the two arms, for the arms are two, and these syllables are two; Svar the foot, for the feet are two, and these syllables are two. Its secret name is Ahar (day), and he who knows this, destroys (hanti) evil and leaves (gahati) it. Of the person in the right eye Bhuh is the head, for the head is one, and that syllable is one; Bhuvah the two arms, for the arms are two, and these syllables are two; Svar the foot, for the feet are two, and these syllables are two. Its secret name is Aham (ego), and he who knows this, destroys (hanti) evil and leaves (gahati) it."
5,6,1-1,"That person, under the form of mind (manas), being light indeed, is within the heart, small like a grain of rice or barley. He is the ruler of all, the lord of all he rules all this, whatsoever exists."
5,7,1-1,"They say that lightning is Brahman, because lightning (vidyut) is called so from cutting off (vidanat). Whosoever knows this, that lightning is Brahman, him (that Brahman) cuts off from evil, for lightning indeed is Brahman."
5,8,1-1,"Let him meditate on speech as a cow. Her four udders are the words Svaha, Vashat, Hanta, and Svadha. The gods live on two of her udders, the Svaha and the Vashat, men on the Hanta, the fathers on the Svadha. The bull of that cow is breath (prana), the calf the mind."
5,9,1-1,"Agni Vaisvanara is the fire within man by which the food that is eaten is cooked, i.e. digested. Its noise is that which one hears, if one covers one's ears. When he is on the point of departing this life, he does not hear that noise."
5,10,1-1,"When the person goes away from this world, he comes to the wind. Then the wind makes room for him, like the hole of a carriage wheel, and through it he mounts higher. He comes to the sun. Then the sun makes room for him, like the hole of a Lambara, and through it he mounts higher. He comes to the moon. Then the moon makes room for him, like the hole of a drum, and through it he mounts higher, and arrives at the world where there is no sorrow, no snow. There he dwells eternal years."
5,11,1-1,"This is indeed the highest penance, if a man, laid up with sickness, suffers pain. He who knows this, conquers the highest world. This is indeed the highest penance, if they carry a dead person into the forest. He who knows this, conquers the highest world. This is indeed the highest penance, if they place a dead person on the fire. He who knows this, conquers the highest world."
5,12,1-1,"Some say that food is Brahman, but this is not so, for food decays without life (prana). Others say that life (prana) is Brahman, but this is not so, for life dries up without food. Then these two deities (food and life), when they have become one, reach that highest state (i.e. are Brahman). Thereupon Pratrida said to his father: `Shall I be able to do any\ good to one who knows this, or shall I be able to do him any harm?' The father said to him, beckoning with his hand: `Not so, O Pratrida; for who could reach the highest state, if he has only got to the oneness of these two?' He then said to him: `Vi; verily, food is Vi, for all these beings rest (vishtani) on food.' He then said: `Ram; verily, life is Ram, for all these beings delight (ramante) in life. All beings rest on him, all beings delight in him who knows this.'"
5,13,1-3,"Next follows the Uktha. Verily, breath (prana) is Uktha, for breath raises up (utthapayati) all this. From him who knows this, there is raised a wise son, knowing the Uktha; he obtains union and oneness with the Uktha. Next follows the Yagus. Verily, breath is Yagus, for all these beings are joined in breath. For him who knows this, all beings are joined to procure his excellence; he obtains union and oneness with the Yagus. Next follows the Saman. Verily, breath is the"
5,13,2-4,"Next follows the Yagus. Verily, breath is Yagus, for all these beings are joined in breath. For him who knows this, all beings are joined to procure his excellence; he obtains union and oneness with the Yagus. Next follows the Saman. Verily, breath is the Saman, for all these beings meet in breath. For him who knows this, all beings meet to procure his excellence; he obtains union and oneness with the Saman. Next follows the Kshatra. Verily, breath is the"
5,13,3-4,"Next follows the Saman. Verily, breath is the Saman, for all these beings meet in breath. For him who knows this, all beings meet to procure his excellence; he obtains union and oneness with the Saman. Next follows the Kshatra. Verily, breath is the Kshatra, for breath is Kshatra, i.e. breath protects (trayate) him from being hurt (kshanitoh). He who knows this, obtains Kshatra (power), which requires no protection; he obtains union and oneness with Kshatra."
5,14,1-3,"The words Bhumi (earth), Antariksha (sky), and Dyu (heaven) form eight syllables. One foot of the Gayatri consists of eight syllables. This (one foot) of it is that (i.e. the three worlds). And he who thus knows that foot of it, conquers as far as the three worlds extend. The Rikas, the Yagumshi, and the Samani form eight syllables. One foot (the second) of the Gayatri consists of eight syllables. This (one foot) of it is that (i.e. the three Vedas, the Rig-veda, Yagurveda, and Sama-veda). And he who thus knows that foot of it, conquers as far as that threefold knowledge extends. The Prana (the up-breathing), the Apana (the"
5,14,2-4,"The Rikas, the Yagumshi, and the Samani form eight syllables. One foot (the second) of the Gayatri consists of eight syllables. This (one foot) of it is that (i.e. the three Vedas, the Rig-veda, Yagurveda, and Sama-veda). And he who thus knows that foot of it, conquers as far as that threefold knowledge extends. The Prana (the up-breathing), the Apana (the down-breathing), and the Vyana (the backbreathing) form eight syllables. One foot (the third) of the Gayatri consists of eight syllables. This (one foot) of it is that (i.e. the three vital breaths). And he who thus knows that foot of it, conquers as far as there is anything that breathes. And of that (Gayatri, or speech) this indeed is the fourth (turiya), the bright (darsata) foot, shining high above the skies. What is here called turiya (the fourth) is meant for katurtha (the fourth); what is called darsatam padam (the bright foot) is meant for him who is as it were seen (the person in the sun); and what is called paroragas (he who shines high above the skies) is meant for him who shines higher and higher above every sky. And he who thus knows that foot of the Gayatri, shines thus himself also with happiness and glory. That Gayatri (as described before with its three"
5,14,3-5,"The Prana (the up-breathing), the Apana (the down-breathing), and the Vyana (the backbreathing) form eight syllables. One foot (the third) of the Gayatri consists of eight syllables. This (one foot) of it is that (i.e. the three vital breaths). And he who thus knows that foot of it, conquers as far as there is anything that breathes. And of that (Gayatri, or speech) this indeed is the fourth (turiya), the bright (darsata) foot, shining high above the skies. What is here called turiya (the fourth) is meant for katurtha (the fourth); what is called darsatam padam (the bright foot) is meant for him who is as it were seen (the person in the sun); and what is called paroragas (he who shines high above the skies) is meant for him who shines higher and higher above every sky. And he who thus knows that foot of the Gayatri, shines thus himself also with happiness and glory. That Gayatri (as described before with its three feet) rests on that fourth foot, the bright one, high above the sky. And that again rests on the True (satyam), and the True is the eye, for the eye is (known to be) true. And therefore even now, if two persons come disputing, the one saying, I saw, the other, I heard, then we should trust the one who says, I saw. And the True again rests on force (balam), and force is life (prana), and that (the True) rests on life. Therefore they say, force is stronger than the True. Thus does that Gayatri rest with respect to the self (as life). That Gayatri protects (tatre) the vital breaths (gayas); the gayas are the pranas (vital breaths), and it protects them. And because it protects (tatre) the vital breaths (gayas), therefore it is called Gayatri. And that Savitri verse which the teacher teaches, that is it (the life, the prana, and indirectly the Gayatri); and whomsoever he teaches, he protects his vital breaths. Some teach that Savitri as an Anushtubh verse,"
5,14,4-6,"That Gayatri (as described before with its three feet) rests on that fourth foot, the bright one, high above the sky. And that again rests on the True (satyam), and the True is the eye, for the eye is (known to be) true. And therefore even now, if two persons come disputing, the one saying, I saw, the other, I heard, then we should trust the one who says, I saw. And the True again rests on force (balam), and force is life (prana), and that (the True) rests on life. Therefore they say, force is stronger than the True. Thus does that Gayatri rest with respect to the self (as life). That Gayatri protects (tatre) the vital breaths (gayas); the gayas are the pranas (vital breaths), and it protects them. And because it protects (tatre) the vital breaths (gayas), therefore it is called Gayatri. And that Savitri verse which the teacher teaches, that is it (the life, the prana, and indirectly the Gayatri); and whomsoever he teaches, he protects his vital breaths. Some teach that Savitri as an Anushtubh verse, saying that speech is Anushtubh, and that we teach that speech. Let no one do this, but let him teach the Gayatri as Savitri. And even if one who knows this receives what seems to be much as his reward (as a teacher), yet this is not equal to one foot of the Gayatri. If a man (a teacher) were to receive as his fee"
5,14,5-7,"Some teach that Savitri as an Anushtubh verse, saying that speech is Anushtubh, and that we teach that speech. Let no one do this, but let him teach the Gayatri as Savitri. And even if one who knows this receives what seems to be much as his reward (as a teacher), yet this is not equal to one foot of the Gayatri. If a man (a teacher) were to receive as his fee these three worlds full of all things, he would obtain that first foot of the Gayatri. And if a man were to receive as his fee everything as far as this threefold knowledge extends, he would obtain that second foot of the Gayatri. And if a man were to receive as his fee everything whatsoever breathes, he would obtain that third foot of the Gayatri. But `that fourth bright foot, shining high above the skies', cannot be obtained by anybody whence then could one receive such a fee? The adoration of that (Gayatri):"
5,14,6-8,"If a man (a teacher) were to receive as his fee these three worlds full of all things, he would obtain that first foot of the Gayatri. And if a man were to receive as his fee everything as far as this threefold knowledge extends, he would obtain that second foot of the Gayatri. And if a man were to receive as his fee everything whatsoever breathes, he would obtain that third foot of the Gayatri. But `that fourth bright foot, shining high above the skies', cannot be obtained by anybody whence then could one receive such a fee? The adoration of that (Gayatri): `O Gayatri, thou hast one foot, two feet, three feet, four feet. Thou art footless, for thou art not known. Worship to thy fourth bright foot above the skies.' If one (who knows this) hates some one and says, `May he not obtain this,' or `May this wish not be accomplished to him,' then that wish is not accomplished to him against whom he thus prays, or if he says, `May I obtain this.' And thus Ganaka Vaideha spoke on this point to"
5,14,7-8,"The adoration of that (Gayatri): `O Gayatri, thou hast one foot, two feet, three feet, four feet. Thou art footless, for thou art not known. Worship to thy fourth bright foot above the skies.' If one (who knows this) hates some one and says, `May he not obtain this,' or `May this wish not be accomplished to him,' then that wish is not accomplished to him against whom he thus prays, or if he says, `May I obtain this.' And thus Ganaka Vaideha spoke on this point to Budila Asvatarasvi: `How is it that thou who spokest thus as knowing the Gayatri, hast become an elephant and carriest me?' He answered: `Your Majesty, I did not know its mouth. Agni, fire, is indeed its mouth; and if people pile even what seems much (wood) on the fire, it consumes it all. And thus a man who knows this, even if he commits what seems much evil, consumes it all and becomes pure, clean, and free from decay and death.'"
5,15,1-3,"The face of the True (the Brahman) is covered with a golden disk. Open that, O Pushan, that we may see the nature of the True. O Pushan, only seer, Yama (judge), Surya (sun), son of Pragapati, spread thy rays and gather them! The light which is thy fairest form, I see it. I am what he is (viz. the person in the sun). Breath to air and to the immortal! Then this my"
5,15,2-4,"O Pushan, only seer, Yama (judge), Surya (sun), son of Pragapati, spread thy rays and gather them! The light which is thy fairest form, I see it. I am what he is (viz. the person in the sun). Breath to air and to the immortal! Then this my body ends in ashes. Om! Mind, remember! Remember thy deeds! Mind, remember! Remember thy deeds! Agni, lead us on to wealth (beatitude) by a good"
5,15,3-4,"Breath to air and to the immortal! Then this my body ends in ashes. Om! Mind, remember! Remember thy deeds! Mind, remember! Remember thy deeds! Agni, lead us on to wealth (beatitude) by a good path, thou, O God, who knowest all things! Keep far from us crooked evil, and we shall offer thee the fullest praise! (Rv. I, 189, 1.) "
6,1,1-3,"Harih, Om. He who knows the first and the best, becomes himself the first and the best among his people. Breath is indeed the first and the best. He who knows this, becomes the first and the best among his people, and among whomsoever he wishes to be so. He who knows the richest, becomes himself the richest among his people. Speech is the richest. He who knows this, becomes the richest among his people, and among whomsoever he wishes to be so. He who knows the firm rest, becomes himself firm"
6,1,2-4,"He who knows the richest, becomes himself the richest among his people. Speech is the richest. He who knows this, becomes the richest among his people, and among whomsoever he wishes to be so. He who knows the firm rest, becomes himself firm on even and uneven ground. The eye indeed is the firm rest, for by means of the eye a man stands firm on even and uneven ground. He who knows this, stands firm on even and uneven ground. He who knows success, whatever desire he"
6,1,3-5,"He who knows the firm rest, becomes himself firm on even and uneven ground. The eye indeed is the firm rest, for by means of the eye a man stands firm on even and uneven ground. He who knows this, stands firm on even and uneven ground. He who knows success, whatever desire he desires, it succeeds to him. The ear indeed is success. For in the ear are all these Vedas successful. He who knows this, whatever desire he desires, it succeeds to him. He who knows the home, becomes a home of his"
6,1,4-6,"He who knows success, whatever desire he desires, it succeeds to him. The ear indeed is success. For in the ear are all these Vedas successful. He who knows this, whatever desire he desires, it succeeds to him. He who knows the home, becomes a home of his own people, a home of all men. The mind indeed is the home. He who knows this, becomes a home of his own people and a home of all men. He who knows generation, becomes rich in"
6,1,5-7,"He who knows the home, becomes a home of his own people, a home of all men. The mind indeed is the home. He who knows this, becomes a home of his own people and a home of all men. He who knows generation, becomes rich in offspring and cattle. Seed indeed is generation. He who knows this, becomes rich in offspring and cattle. These Pranas (senses), when quarrelling together"
6,1,6-8,"He who knows generation, becomes rich in offspring and cattle. Seed indeed is generation. He who knows this, becomes rich in offspring and cattle. These Pranas (senses), when quarrelling together as to who was the best, went to Brahman and said: `Who is the richest of us?' He replied: `He by whose departure this body seems worst, he is the richest.' The tongue (speech) departed, and having been"
6,1,7-9,"These Pranas (senses), when quarrelling together as to who was the best, went to Brahman and said: `Who is the richest of us?' He replied: `He by whose departure this body seems worst, he is the richest.' The tongue (speech) departed, and having been absent for a year, it came back and said: `How have you been able to live without me?' They replied: `Like unto people, not speaking with the tongue, but breathing with breath, seeing with the eye, hearing with the ear, knowing with the mind, generating with seed. Thus we have lived.' Then speech entered in. The eye (sight) departed, and having been absent"
