Chapter/Prapathaka,Section/Khanda,Verse,Text
6,11,3,"`This (body) indeed withers and dies when the living Self has left it; the living Self dies not. `That which is that subtile essence, in it all that exists has its self. It is the True. It is the Self, and thou, Svetaketu, art it.' `Please, Sir, inform me still more,' said the son. `Be it so, my child,' the father replied."
6,12,1,"`Fetch me from thence a fruit of the Nyagrodha tree.' `Here is one, Sir.' `Break it.' `It is broken, Sir.' `What do you see there?' `These seeds, almost infinitesimal.' `Break one of them.' `It is broken, Sir.' `What do you see there?' `Not anything, Sir.'"
6,12,2,"The father said: `My son, that subtile essence which you do not perceive there, of that very essence this great Nyagrodha tree exists."
6,12,3,"`Believe it, my son. That which is the subtile essence, in it all that exists has its self. It is the True. It is the Self, and thou, O Svetaketu, art it.' `Please, Sir, inform me still more,' said the son. `Be it so, my child,' the father replied."
6,13,1,"`Place this salt in water, and then wait on me in the morning.' The son did as he was commanded. The father said to him: `Bring me the salt, which you placed in the water last night.' The son having looked for it, found it not, for, of course, it was melted."
6,13,2,"The father said: `Taste it from the surface of the water. How is it?' The son replied: `It is salt.' `Taste it from the middle. How is it?' The son replied: `It is salt.' `Taste it from the bottom. How is it?' The son replied `It is salt.' The father said: `Throw it away and then wait on me.' He did so; but salt exists for ever. Then the father said: `Here also, in this body, forsooth, you do not perceive the True (Sat), my son; but there indeed it is."
6,13,3,"`That which is the subtile essence, in it all that exists has its self. It is the True. It is the Self, and thou, O Svetaketu, art it.' `Please, Sir, inform me still more,' said the son. `Be it so, my child,' the father replied."
6,14,1,"`As one might lead a person with his eyes covered away from the Gandharas, and leave him then in a place where there are no human beings; and as that person would turn towards the east, or the north, or the west, and shout, ""I have been brought here with my eyes covered, I have been left here with my eyes covered,"""
6,14,2,"`And as thereupon some one might loose his bandage and say to him, ""Go in that direction, it is Gandhara, go in that direction;"" and as thereupon, having been informed and being able to judge for himself, he would by asking his way from village to village arrive at last at Gandhara, in exactly the same manner does a man, who meets with a teacher to inform him, obtain the true knowledge. For him there is only delay so long as he is not delivered (from the body); then he will be perfect."
6,14,3,"`That which is the subtile essence, in it all that exists has its self. It is the True. It is the Self, and thou, O Svetaketu, art it.' `Please, Sir, inform me still more,' said the son. `Be it so, my child,' the father replied."
6,15,1,"`If a man is ill, his relatives assemble round him and ask: ""Dost thou know me? Dost thou know me?"" Now as long as his speech is not merged in his mind, his mind in breath, breath in heat (fire), heat in the Highest Being (devata), he knows them."
6,15,2,"`But when his speech is merged in his mind, his mind in breath, breath in heat (fire), heat in the Highest Being, then he knows them not. `That which is the subtile essence, in it all that exists has its self. It is the True. It is the Self, and thou, O Svetaketu, art it.' `Please, Sir, inform me still more,' said the son. `Be it so, my child,' the father replied."
6,16,1,"`My child, they bring a man hither whom they have taken by the hand, and they say: ""He has taken something, he has committed a theft."" (When he denies, they say), ""Heat the hatchet for him."" If he committed the theft, then he makes himself to be what he is not. Then the false-minded, having covered his true Self by a falsehood, grasps the heated hatchet he is burnt, and he is killed."
6,16,2,"`But if he did not commit the theft, then he makes himself to be what he is. Then the trueminded, having covered his true Self by truth, grasps the heated hatchet he is not burnt, and he is delivered. `As that (truthful) man is not burnt, thus has all that exists its self in That. It is the True. It is the Self, and thou, O Svetaketu, art it.' He understood what he said, yea, he understood it. "
7,1,1,"Narada approached Sanatkumara and said, `Teach me, Sir!' Sanatkumara said to him: `Please to tell me what you know; afterward I shall tell you what is beyond.'"
7,1,2,"Narada said: `I know the Rig-veda, Sir, the Yagurveda, the Sama-veda, as the fourth the Atharvana, as the fifth the Itihasa-purana (the Bharata); the Veda of the Vedas (grammar); the Pitrya (the rules for the sacrifices for the ancestors); the Rasi (the science of numbers); the Daiva (the science of portents); the Nidhi (the science of time); the Vakovakya (logic); the Ekayana (ethics); the Deva-vidya (etymology); the Brahma-vidya (pronunciation, siksha, ceremonial, kalpa, prosody, khandas); the Bhutavidya (the science of demons); the Kshatra-vidya (the science of weapons); the Nakshatra-vidya (astronomy); the Sarpa and Devagana-vidya (the science of serpents or poisons, and the sciences of the genii, such as the making of perfumes, dancing, singing, playing, and other fine arts). All this I know, Sir."
7,1,3,"`But, Sir, with all this I know the Mantras only, the sacred books, I do not know the Self. I have heard from men like you, that he who knows the Self overcomes grief. I am in grief. Do, Sir, help me over this grief of mine.' Sanatkumara said to him: `Whatever you have read, is only a name."
7,1,4,"`A name is the Rig-veda, Yagur-veda, Sama-veda, and as the fourth the Atharvana, as the fifth the Itihasa-purana, the Veda of the Vedas, the Pitrya, the Rasi, the Daiva, the Nidhi, the Vakovakya, the Ekayana, the Deva-vidya, the Brahma-vidya, the Bhutavidya, the Kshatra-vidya, the Nakshatra-vidya, the Sarpa and Devagana-vidya. All these are a name only. Meditate on the name."
7,1,5,"`He who meditates on the name as Brahman, is, as it were, lord and master as far as the name reaches he who meditates on the name as Brahman.' `Sir, is there something better than a name?' `Yes, there is something better than a name.' `Sir, tell it me.'"
7,2,1,"`Speech is better than a name. Speech makes us understand the Rig-veda, Yagur-veda, Samaveda, and as the fourth the Atharvana, as the fifth the Itihasa-purana, the Veda of the Vedas, the Pitrya, the Rasi, the Daiva, the Nidhi, the Vakovakya, the Ekayana, the Deva-vidya, the Brahma-vidya, the Kshatra-vidya, the Nakshatra-vidya, the Sarpa and Devagana-vidya; heaven, earth, air, ether, water, fire, gods, men, cattle, birds, herbs, trees, all beasts down to worms, midges, and ants; what is right and what is wrong; what is true and what is false; what is good and what is bad; what is pleasing and what is not pleasing. For if there were no speech, neither right nor wrong would be known, neither the true nor the false, neither the good nor the bad, neither the pleasant nor the unpleasant. Speech makes us understand all this. Meditate on speech."
7,2,2,"`He who meditates on speech as Brahman, is, as it were, lord and master as far as speech reaches he who meditates on speech as Brahman.' `Sir, is there something better than speech?' `Yes, there is something better than speech.' `Sir, tell it me.'"
7,3,1,"`Mind (manas) is better than speech. For as the closed fist holds two amalaka or two kola or two aksha fruits, thus does mind hold speech and name. For if a man is minded in his mind to read the sacred hymns, he reads them; if he is minded in his mind to perform any actions, he performs them; if he is minded to wish for sons and cattle, he wishes for them; if he is minded to wish for this world and the other, he wishes for them. For mind is indeed the self, mind is the world, mind is Brahman. Meditate on the mind."
7,3,2,"`He who meditates on the mind as Brahman, is, as it were, lord and master as far as the mind reaches he who meditates on the mind as Brahman.' `Sir, is there something better than mind?' `Yes, there is something better than mind.' `Sir, tell it me.'"
7,4,1,"`Will (sankalpa) is better than mind. For when a man wills, then he thinks in his mind, then he sends forth speech, and he sends it forth in a name. In a name the sacred hymns are contained, in the sacred hymns all sacrifices."
7,4,2,"`All these therefore (beginning with mind and ending in sacrifice) centre in will, consist of will, abide in will. Heaven and earth willed, air and ether willed, water and fire willed. Through the will of heaven and earth &c. rain wills; through the will of rain food wills; through the will of food the vital airs will; through the will of the vital airs the sacred hymns will; through the will of the sacred hymns the sacrifices will; through the will of the sacrifices the world (as their reward) wills; through the will of the world everything wills. This is will. Meditate on will."
7,4,3,"`He who meditates on will as Brahman, he, being himself safe, firm, and undistressed, obtains the safe, firm, and undistressed worlds which he has willed; he is, as it were, lord and master as far as will reaches he who meditates on will as Brahman.' `Sir, is there something better than will?' `Yes, there is something better than will.' `Sir, tell it me.'"
7,5,1,"`Consideration (kitta) is better than will. For when a man considers, then he wills, then he thinks in his mind, then he sends forth speech, and he sends it forth in a name. In a name the sacred hymns are contained, in the sacred hymns all sacrifices."
7,5,2,"`All these (beginning with mind and ending in sacrifice) centre in consideration, consist of consideration, abide in consideration. Therefore if a man is inconsiderate, even if he possesses much learning, people say of him, he is nothing, whatever he may know; for, if he were learned, he would not be so inconsiderate. But if a man is considerate, even though he knows but little, to him indeed do people listen gladly. Consideration is the centre, consideration is the self, consideration is the support of all these. Meditate on consideration."
7,5,3,"`He who meditates on consideration as Brahman, he, being himself safe, firm, and undistressed, obtains the safe, firm, and undistressed worlds which he has considered; he is, as it were, lord and master as far as consideration reaches he who meditates on consideration as Brahman.' `Sir, is there something better than consideration?' `Yes, there is something better than consideration.' `Sir, tell it me.'"
7,6,1,"`Reflection (dhyana) is better than consideration. The earth reflects, as it were, and thus does the sky, the heaven, the water, the mountains, gods and men. Therefore those who among men obtain greatness here on earth, seem to have obtained a part of the object of reflection (because they show a certain repose of manner). Thus while small and vulgar people are always quarrelling, abusive, and slandering, great men seem to have obtained a part of the reward of reflection. Meditate on reflection."
7,6,2,"`He who meditates on reflection as Brahman, is lord and master, as it were, as far as reflection reaches he who meditates on reflection as Brahman.' `Sir, is there something better than reflection?' `Yes, there is something better than reflection.' `Sir, tell it me.'"
7,7,1,"`Understanding (vignana) is better than reflection. Through understanding we understand the Rigveda, the Yagur-veda, the Sama-veda, and as the fourth the Atharvana, as the fifth the Itihasa-purana, the Veda of the Vedas, the Pitrya, the Rasi, the Daiva, the Nidhi, the Vakovakya, the Ekayana, the Devavidya, the Brahma-vidya, the Bhuta-vidya, the Kshatravidya the Nakshatra-vidya, the Sarpa and Devagana-vidya, heaven, earth, air, ether, water, fire, gods, men, cattle, birds, herbs, trees, all beasts down to worms, midges, and ants; what is right and what is wrong; what is true and what is false; what is good and what is bad; what is pleasing and what is not pleasing; food and savour, this world and that, all this we understand through understanding. Meditate on understanding."
7,7,2,"`He who meditates on understanding as Brahman, reaches the worlds where there is understanding and knowledge; he is, as it were, lord and master as far as understanding reaches he who meditates on understanding as Brahman.' `Sir, is there something better than understanding?' `Yes, there is something better than understanding.' `Sir, tell it me.'"
7,8,1,"`Power (bala) is better than understanding. One powerful man shakes a hundred men of understanding. If a man is powerful, he becomes a rising man. If he rises, he becomes a man who visits wise people. If he visits, he becomes a follower of wise people. If he follows them, he becomes a seeing, a hearing, a perceiving, a knowing, a doing, an understanding man. By power the earth stands firm, and the sky, and the heaven, and the mountains, gods and men, cattle, birds, herbs, trees, all beasts down to worms, midges, and ants; by power the world stands firm. Meditate on power."
7,8,2,"`He who meditates on power as Brahman, is, as it were, lord and master as far as power reaches he who meditates on power as Brahman.' `Sir, is there something better than power?' `Yes, there is something better than power.' `Sir, tell it me.'"
7,9,1,"`Food (anna) is better than power. Therefore if a man abstain from food for ten days, though he live, he would be unable to see, hear, perceive, think, act, and understand. But when he obtains food, he is able to see, hear, perceive, think, act, and understand. Meditate on food."
7,9,2,"`He who meditates on food as Brahman, obtains the worlds rich in food and drink; he is, as it were, lord and master as far as food reaches he who meditates on food as Brahman.' `Sir, is there something better than food?' `Yes, there is something better than food.' `Sir, tell it me.'"
7,10,1,"`Water (ap) is better than food. Therefore if there is not sufficient rain, the vital spirits fail from fear that there will be less food. But if there is sufficient rain, the vital spirits rejoice, because there will be much food. This water, on assuming different forms, becomes this earth, this sky, this heaven, the mountains, gods and men, cattle, birds, herbs and trees, all beasts down to worms, midges, and ants. Water indeed assumes all these forms. Meditate on water."
7,10,2,"`He who meditates on water as Brahman, obtains all wishes, he becomes satisfied; he is, as it were, lord and master as far as water reaches he who meditates on water as Brahman.' `Sir, is there something better than water?' `Yes, there is something better than water.' `Sir, tell it me.'"
7,11,1,"`Fire (tegas) is better than water. For fire united with air, warms the ether. Then people say, It is hot, it burns, it will rain. Thus does fire, after showing this sign (itself) first, create water. And thus again thunderclaps come with lightnings, flashing upwards and across the sky. Then people say, There is lightning and thunder, it will rain. Then also does fire, after showing this sign first, create water. Meditate on fire."
7,11,2,"`He who meditates on fire as Brahman, obtains, resplendent himself, resplendent worlds, full of light and free of darkness; he is, as it were, lord and master as far as fire reaches he who meditates on fire as Brahman.' `Sir, is there something better than fire?' `Yes, there is something better than fire.' `Sir, tell it me.'"
7,12,1,"`Ether (or space) is better than fire. For in the ether exist both sun and moon, the lightning, stars, and fire (agni). Through the ether we call, through the ether we hear, through the ether we answer. In the ether or space we rejoice (when we are together), and rejoice not (when we are separated). In the ether everything is born, and towards the ether everything tends when it is born. Meditate on ether."
7,12,2,"`He who meditates on ether as Brahman, obtains the worlds of ether and of light, which are free from pressure and pain, wide and spacious; he is, as it were, lord and master as far as ether reaches he who meditates on ether as Brahman.' `Sir, is there something better than ether?' `Yes, there is something better than ether.' `Sir, tell it me.'"
7,13,1,"`Memory (smara) is better than ether. Therefore where many are assembled together, if they have no memory, they would hear no one, they would not perceive, they would not understand. Through memory we know our sons, through memory our cattle. Meditate on memory."
7,13,2,"`He who meditates on memory as Brahman, is, as it were, lord and master as far as memory reaches he who meditates on memory as Brahman.' `Sir, is there something better than memory?' `Yes, there is something better than memory.' `Sir, tell it me.'"
7,14,1,"`Hope (asa) is better than memory. Fired by hope does memory read the sacred hymns, perform sacrifices, desire sons and cattle, desire this world and the other. Meditate on hope."
7,14,2,"`He who meditates on hope as Brahman, all his desires are fulfilled by hope, his prayers are not in vain; he is, as it were, lord and master as far as hope reaches he who meditates on hope as Brahman.' `Sir, is there something better than hope?' `Yes, there is something better than hope.' `Sir, tell it me.'"
7,15,1,"`Spirit (prana) is better than hope. As the spokes of a wheel hold to the nave, so does all this (beginning with names and ending in hope) hold to spirit. That spirit moves by the spirit, it gives spirit to the spirit. Father means spirit, mother is spirit, brother is spirit."
7,15,2,"`For if one says anything unbecoming to a father, people say, Shame on thee! thou hast offended thy"
7,15,3,"`But, if after the spirit has departed from them, one shoves them together with a poker, and burns them to pieces, no one would say, Thou offendest thy"
7,15,4,"`Spirit then is all this. He who sees this, perceives this, and understands this, becomes an ativadin. If people say to such a man, Thou art an ativadin, he may say, I am an ativadin; he need not deny it.'"
7,16,1,"`But in reality he is an ativadin who declares the Highest Being to be the True (Satya, {to ontos on [greek]}).' `Sir, may I become an ativadin by the True?' `But we must desire to know the True.' `Sir, I desire to know the True.'"
7,17,1,"`When one understands the True, then one declares the True. One who does not understand it, does not declare the True. Only he who understands it, declares the True. This understanding, however, we must desire to understand.' `Sir, I desire to understand it.'"
7,18,1,"`When one perceives, then one understands. One who does not perceive, does not understand. Only he who perceives, understands. This perception, however, we must desire to understand.' `Sir, I desire to understand it.'"
7,19,1,"`When one believes, then one perceives. One who does not believe, does not perceive. Only he who believes, perceives. This belief, however, we must desire to understand.' `Sir, I desire to understand it.'"
7,20,1,"`When one attends on a tutor (spiritual guide), then one believes. One who does not attend on a tutor, does not believe. Only he who attends, believes. This attention on a tutor, however, we must desire to understand.' `Sir, I desire to understand it.'"
7,21,1,"`When one performs all sacred duties, then one attends really on a tutor. One who does not perform his duties, does not really attend on a tutor. Only he who performs his duties, attends on his tutor. This performance of duties, however, we must desire to understand.' `Sir, I desire to understand it.'"
7,22,1,"`When one obtains bliss (in oneself), then one performs duties. One who does not obtain bliss, does not perform duties. Only he who obtains bliss, performs duties. This bliss, however, we must desire to understand.' `Sir, I desire to understand it.'"
7,23,1,"`The Infinite (bhuman) is bliss. There is no bliss in anything finite. Infinity only is bliss. This Infinity, however, we must desire to understand.' `Sir, I desire to understand it.'"
7,24,1,"`Where one sees nothing else, hears nothing else, understands nothing else, that is the Infinite. Where one sees something else, hears something else, understands something else, that is the finite. The Infinite is immortal, the finite is mortal.' `Sir, in what does the Infinite rest?' `In its own greatness or not even in greatness.'"
7,24,2,"`In the world they call cows and horses, elephants and gold, slaves, wives, fields and houses greatness. I do not mean this,' thus he spoke; `for in that case one being (the possessor) rests in something else, (but the Infinite cannot rest in something different from itself.)"
7,25,1,"`The Infinite indeed is below, above, behind, before, right and left it is indeed all this. `Now follows the explanation of the Infinite as the I: I am below, I am above, I am behind, before, right and left I am all this."
7,25,2,"`Next follows the explanation of the Infinite as the Self: Self is below, above, behind, before, right and left Self is all this. `He who sees, perceives, and understands this, loves the Self, delights in the Self, revels in the Self, rejoices in the Self he becomes a Svarag, (an autocrat or self-ruler); he is lord and master in all the worlds. `But those who think differently from this, live in perishable worlds, and have other beings for their rulers."
7,26,1,"`To him who sees, perceives, and understands this, the spirit (prana) springs from the Self, hope springs from the Self, memory springs from the Self; so do ether, fire, water, appearance and disappearance, food, power, understanding, reflection, consideration, will, mind, speech, names, sacred hymns, and sacrifices aye, all this springs from the Self."
7,26,2,"`There is this verse, ""He who sees this, does not see death, nor illness, nor pain; he who sees this, sees everything, and obtains everything everywhere. `""He is one (before creation), he becomes three (fire, water, earth), he becomes five, he becomes seven, he becomes nine; then again he is called the eleventh, and hundred and ten and one thousand and twenty."" `When the intellectual aliment has been purified, the whole nature becomes purified. When the whole nature has been purified, the memory becomes firm. And when the memory (of the Highest Self) remains firm, then all the ties (which bind us to a belief in anything but the Self) are loosened. `The venerable Sanatkumara showed to Narada, after his faults had been rubbed out, the other side of darkness. They call Sanatkumara Skanda, yea, Skanda they call him.' "
8,1,1,"Harih, Om. There is this city of Brahman (the body), and in it the palace, the small lotus (of the heart), and in it that small ether. Now what exists within that small ether, that is to be sought for, that is to be understood."
8,1,2,"And if they should say to him: `Now with regard to that city of Brahman, and the palace in it, i.e. the small lotus of the heart, and the small ether within the heart, what is there within it that deserves to be sought for, or that is to be understood?'"
8,1,3,"Then he should say: `As large as this ether (all space) is, so large is that ether within the heart. Both heaven and earth are contained within it, both fire and air, both sun and moon, both lightning and stars; and whatever there is of him (the Self) here in the world, and whatever is not (i.e. whatever has been or will be), all that is contained within it.'"
8,1,4,"And if they should say to him: `If everything that exists is contained in that city of Brahman, all beings and all desires (whatever can be imagined or desired), then what is left of it, when old age reaches it and scatters it, or when it falls to pieces?'"
8,1,5,"Then he should say: `By the old age of the body, that (the ether, or Brahman within it) does not age; by the death of the body, that (the ether, or Brahman within it) is not killed. That (the Brahman) is the true Brahma-city (not the body). In it all desires are contained. It is the Self, free from sin, free from old age, from death and grief, from hunger and thirst, which desires nothing but what it ought to desire, and imagines nothing but what it ought to imagine. Now as here on earth people follow as they are commanded, and depend on the object which they are attached to, be it a country or a piece of land,"
8,1,6,"`And as here on earth, whatever has been acquired by exertion, perishes, so perishes whatever is acquired for the next world by sacrifices and other good actions performed on earth. Those who depart from hence without having discovered the Self and those true desires, for them there is no freedom in all the worlds. But those who depart from hence, after having discovered the Self and those true desires, for them there is freedom in all the worlds."
8,2,1,"`Thus he who desires the world of the fathers, by his mere will the fathers come to receive him, and having obtained the world of the fathers, he is happy."
8,2,2,"`And he who desires the world of the mothers, by his mere will the mothers come to receive him, and having obtained the world of the mothers, he is happy."
8,2,3,"`And he who desires the world of the brothers, by his mere will the brothers come to receive him, and having obtained the world of the brothers, he is happy."
8,2,4,"`And he who desires the world of the sisters, by his mere will the sisters come to receive him, and having obtained the world of the sisters, he is happy."
8,2,5,"`And he who desires the world of the friends, by his mere will the friends come to receive him, and having obtained the world of the friends, he is happy."
8,2,6,"`And he who desires the world of perfumes and garlands (gandhamalya), by his mere will perfumes and garlands come to him, and having obtained the world of perfumes and garlands, he is happy."
8,2,7,"`And he who desires the world of food and drink, by his mere will food and drink come to him, and having obtained the world of food and drink, he is happy."
8,2,8,"`And he who desires the world of song and music, by his mere will song and music come to him, and having obtained the world of song and music, he is happy."
8,2,9,"`And he who desires the world of women, by his mere will women come to receive him, and having obtained the world of women, he is happy. `Whatever object he is attached to, whatever object he desires, by his mere will it comes to him, and having obtained it, he is happy."
8,3,1,"`These true desires, however, are hidden by what is false; though the desires be true, they have a covering which is false. Thus, whoever belonging to us has departed this life, him we cannot gain back, so that we should see him with our eyes."
8,3,2,"`Those who belong to us, whether living or departed, and whatever else there is which we wish for and do not obtain, all that we find there (if we descend into our heart, where Brahman dwells, in the ether of the heart). There are all our true desires, but hidden by what is false. As people who do not know the country, walk again and again over a gold treasure that has been hidden somewhere in the earth and do not discover it, thus do all these creatures day after day go into the Brahma-world (they are merged in Brahman, while asleep), and yet do not discover it, because they are carried away by untruth (they do not come to themselves, i.e. they do not discover the true Self in Brahman, dwelling in the heart)."
8,3,3,"`That Self abides in the heart. And this is the etymological explanation. The heart is called hridayam, instead of hridy-ayam, i.e. He who is in the heart. He who knows this, that He is in the heart, goes day by day (when in sushupti, deep sleep) into heaven (svarga), i.e. into the Brahman of the heart."
8,3,4,"`Now that serene being which, after having risen from out this earthly body, and having reached the highest light (self-knowledge), appears in its true form, that is the Self,' thus he spoke (when asked by his pupils). This is the immortal, the fearless, this is Brahman. And of that Brahman the name is the True, Satyam,"
8,3,5,"This name Sattyam consists of three syllables, satti-yam. Sat signifies the immortal, t, the mortal, and with yam he binds both. Because he binds both, the immortal and the mortal, therefore it is yam. He who knows this goes day by day into heaven (svarga)."
8,4,1,"That Self is a bank, a boundary, so that these worlds may not be confounded. Day and night do not pass that bank, nor old age, death, and grief; neither good nor evil deeds. All evil-doers turn back from it, for the world of Brahman is free from all evil."
8,4,2,"Therefore he who has crossed that bank, if blind, ceases to be blind; if wounded, ceases to be wounded; if afflicted, ceases to be afflicted. Therefore when that bank has been crossed, night becomes day indeed, for the world of Brahman is lighted up once for all."
8,4,3,And that world of Brahman belongs to those only who find it by abstinence for them there is freedom in all the worlds.
8,5,1,"What people call sacrifice (yagna), that is really abstinence (brahmakarya). For he who knows, obtains that (world of Brahman, which others obtain by sacrifice), by means of abstinence. What people call sacrifice (ishta), that is really abstinence, for by abstinence, having searched (ishtva), he obtains the Self."
8,5,2,"What people call sacrifice (sattrayana), that is really abstinence, for by abstinence he obtains from the Sat (the true), the safety (trana) of the Self. What people call the vow of silence (mauna), that is really abstinence, for he who by abstinence has found out the Self, meditates (manute)."
8,5,3,"What people call fasting (anasakayana), that is really abstinence, for that Self does not perish (na nasyati), which we find out by abstinence. What people call a hermit's life (aranyayana), that is really abstinence. Ara and Nya are two lakes in the world of Brahman, in the third heaven from hence; and there is the lake Airammadiya, and the Asvattha tree, showering down Soma, and the city of Brahman (Hiranyagarbha) Aparagita, and the golden Prabhuvimita (the hall built by Prabhu, Brahman). Now that world of Brahman belongs to those who find the lakes Ara and Nya in the world of Brahman by means of abstinence; for them there is freedom in all the worlds."
8,6,1,"Now those arteries of the heart consist of a brown substance, of a white, blue, yellow, and red substance, and so is the sun brown, white, blue, yellow, and red."
8,6,2,"As a very long highway goes to two places, to one at the beginning, and to another at the end, so do the rays of the sun go to both worlds, to this one and to the other. They start from the sun, and enter into those arteries; they start from those arteries, and enter into the sun."
8,6,3,"And when a man is asleep, reposing, and at perfect rest, so that he sees no dream, then he has entered into those arteries. Then no evil touches him, for he has obtained the light (of the sun)."
8,6,4,"And when a man falls ill, then those who sit round him, say, `Do you know me? Do you know me?' As long as he has not departed from this body, he knows them."
8,6,5,"But when he departs from this body, then he departs upwards by those very rays (towards the worlds which he has gained by merit, not by knowledge); or he goes out while meditating on Om (and thus securing an entrance into the Brahma-loka). And while his mind is failing, he is going to the sun. For the sun is the door of the world (of Brahman). Those who know, walk in; those who do not know, are shut out. There is this verse:"
8,6,6,"`There are a hundred and one arteries of the heart; one of them penetrates the crown of the head; moving upwards by it a man reaches the immortal; the others serve for departing in different directions, yea, in different directions.'"
8,7,1,"Pragapati said: `The Self which is free from sin, free from old age, from death and grief, from hunger and thirst, which desires nothing but what it ought to desire, and imagines nothing but what it ought to imagine, that it is which we must search out, that it is which we must try to understand. He who has searched out that Self and understands it, obtains all worlds and all desires.'"
8,7,2,"The Devas (gods) and Asuras (demons) both heard these words, and said: `Well, let us search for that Self by which, if one has searched it out, all worlds and all desires are obtained.' Thus saying Indra went from the Devas, Virokana from the Asuras, and both, without having communicated with each other, approached Pragapati, holding fuel in their hands, as is the custom for pupils approaching their master."
8,7,3,"They dwelt there as pupils for thirty-two years. Then Pragapati asked them: `For what purpose have you both dwelt here?' They replied: `A saying of yours is being repeated, viz. ""the Self which is free from sin, free from old age, from death and grief, from hunger and thirst, which desires nothing but what it ought to desire, and imagines nothing but what it ought to imagine, that it is which we must search out, that it is which we must try to understand. He who has searched out that Self and understands it, obtains all worlds and all desires."" Now we both have dwelt here because we wish for that Self.'"
8,7,1,"Pragapati said to them: `The person that is seen in the eye, that is the Self. This is what I have said. This is the immortal, the fearless, this is Brahman.' They asked: `Sir, he who is perceived in the water, and he who is perceived in a mirror, who is he?' He replied: `He himself indeed is seen in all these.'"
8,8,1,"`Look at your Self in a pan of water, and whatever you do not understand of your Self, come and tell me.' They looked in the water-pan. Then Pragapati said to them: `What do you see?' They said: `We both see the self thus altogether, a picture even to the very hairs and nails.'"
8,8,2,"Pragapati said to them: `After you have adorned yourselves, have put on your best clothes and cleaned yourselves, look again into the water-pan.' They, after having adorned themselves, having put on their best clothes and cleaned themselves, looked into the water-pan. Pragapati said: `What do you see?'"
8,8,3,"They said: `Just as we are, well adorned, with our best clothes and clean, thus we are both there, Sir, well adorned, with our best clothes and clean.' Pragapati said: `That is the Self, this is the immortal, the fearless, this is Brahman.' Then both went away satisfied in their hearts."
8,8,4,"And Pragapati, looking after them, said: `They both go away without having perceived and without having known the Self, and whoever of these two, whether Devas or Asuras, will follow this doctrine (upanishad), will perish.' Now Virokana, satisfied in his heart, went to the Asuras and preached that doctrine to them, that the self (the body) alone is to be worshipped, that the self (the body) alone is to be served, and that he who worships the self and serves the self, gains both worlds, this and the next."
8,8,5,"Therefore they call even now a man who does not give alms here, who has no faith, and offers no sacrifices, an Asura, for this is the doctrine (upanishad) of the Asuras. They deck out the body of the dead with perfumes, flowers, and fine raiment by way of ornament, and think they will thus conquer that world."
8,9,1,"But Indra, before he had returned to the Devas, saw this difficulty. As this self (the shadow in the water) is well adorned, when the body is well adorned, well dressed, when the body is well dressed, well cleaned, if the body is well cleaned, that self will also be blind, if the body is blind, lame, if the body is lame, crippled, if the body is crippled, and will perish in fact as soon as the body perishes. Therefore I see no good in this (doctrine)."
8,9,2,"Taking fuel in his hand he came again as a pupil to Pragapati. Pragapati said to him: `Maghavat (Indra), as you went away with Virokana, satisfied in your heart, for what purpose did you come back?' He said: `Sir, as this self (the shadow) is well adorned, when the body is well adorned, well dressed, when the body is well dressed, well cleaned, if the body is well cleaned, that self will also be blind, if the body is blind, lame, if the body is lame, crippled, if the body is crippled, and will perish in fact as soon as the body perishes. Therefore I see no good in this (doctrine).'"
8,9,3,"`So it is indeed, Maghavat,' replied Pragapati; `but I shall explain him (the true Self) further to you. Live with me another thirty-two years.' He lived with him another thirty-two years, and then Pragapati said:"
8,10,1,"`He who moves about happy in dreams, he is the Self, this is the immortal, the fearless, this is Brahman.' Then Indra went away satisfied in his heart. But before he had returned to the Devas, he saw this difficulty. Although it is true that that self is not blind, even if the body is blind, nor lame, if the body is lame, though it is true that that self is not rendered faulty by the faults of it (the body),"
8,10,2,"Nor struck when it (the body) is struck, nor lamed when it is lamed, yet it is as if they struck him (the self) in dreams, as if they chased him. He becomes even conscious, as it were, of pain, and sheds tears. Therefore I see no good in this."
8,10,3,"Taking fuel in his hands, he went again as a pupil to Pragapati. Pragapati said to him: `Maghavat, as you went away satisfied in your heart, for what purpose did you come back?' He said: `Sir, although it is true that that self is not blind even if the body is blind, nor lame, if the body is lame, though it is true that that self is not rendered faulty by the faults of it (the body),"
8,10,4,"Nor struck when it (the body) is struck, nor lamed when it is lamed, yet it is as if they struck him (the self) in dreams, as if they chased him. He becomes even conscious, as it were, of pain, and sheds tears. Therefore I see no good in this.' `So it is indeed, Maghavat,' replied Pragapati; `but I shall explain him (the true Self) further to you. Live with me another thirty-two years.' He lived with him another thirty-two years. Then Pragapati said:"
8,11,1,"`When a man being asleep, reposing, and at perfect rest, sees no dreams, that is the Self, this is the immortal, the fearless, this is Brahman.' Then Indra went away satisfied in his heart. But before he had returned to the Devas, he saw this difficulty. In truth he thus does not know himself (his self) that he is I, nor does he know anything that exists. He is gone to utter annihilation. I see no good in this."
8,11,2,"Taking fuel in his hand he went again as a pupil to Pragapati. Pragapati said to him: `Maghavat, as you went away satisfied in your heart, for what purpose did you come back?' He said: `Sir, in that way he does not know himself (his self) that he is I, nor does he know anything that exists. He is gone to utter annihilation. I see no good in this.'"
