Chapter,Paragraph,Text
1,11,"as well as in body is wisdom (jnana). They do not discriminate, nor are theydiscriminated. Wherefore do they not discriminate the Manas? Because discrimination isof the self, of soul, of personality. How do they not discriminate? The Manovijnana ismeant for the objective world where causality prevails as regards forms, appearances,conditions, and figures. Therefore, discrimination and non-discrimination must betranscended.""Lord of Lanka, beings are appearances, they are like figures painted on the wall, theyhave no sensibility [or consciousness]. Lord of Lanka, all that is in the world is devoid ofwork and action because all things have no reality, and there is nothing heard, nothinghearing. Lord of Lanka, all that is in the world is like an image magically transformed.This is not comprehended by the philosophers and the ignorant. Lord of Lanka, he whothus sees things, is the one who sees truthfully. Those who see things otherwise walk indiscrimination; as they depend on discrimination, they cling to dualism. It is like seeingone's own image reflected in a mirror, or one's own shadow in the water, or in themoonlight, or seeing one's shadow in the house, or hearing an echo in the valley. Peoplegrasping their own shadows of discrimination uphold the discrimination of dharma andadharma and, failing to carry out the abandonment of the dualism, they go ondiscriminating and never attain tranquility, By tranquility is meant oneness (ekagra), andoneness gives birth to the highest Samadhi, which is gained by entering into the womb ofTathagatahood, which is the realm of noble wisdom realized in one's inmost self."""
2,12,"At that time Mahamati the Bodhisattva-Mahasattva who had visited allthe Buddha-lands, together with all the Bodhisattvas, rose from his seatby the power of the Buddhas, drawing his upper garment over oneshoulder, placing his right knee on the ground and with folded hands,turning in the direction of the Bhagavan, respectfully saluted him, andpraised him with the following verses:1. As thou reviewest the world with thy transcendental knowledge andcompassion, it is to thee like an ethereal flower, of which one cannotsay whether it is born or destroyed, as [the category of] being and nonbeing is inapplicable to it.2. As thou reviewest all things with thy transcendental knowledge andcompassion, they are to thee like visions, they are beyond the reach ofintellectual grasp, as [the category of] being and non-being isinapplicable to them.3. As thou reviewest the world with thy transcendental knowledge andcompassion, it is to thee always like a dream, of which one cannot saywhether it is permanent or destructible, as [the category of] being andnon-being is inapplicable to it.4. In the Dharmakaya, whose self-nature is like a vision or a dream,what is there to praise? When no thought arises as to existence or as tonot-having-self-nature, then there is praise."
2,13,"5. Of a thing whose appearance is not visible because of its beingbeyond the senses and their objects, how can it be praised or blamed,O Muni?6. With thy transcendental knowledge and compassion which are aboveform, thou comprehendest the egolessness of things and persons, andart thyself always clean and free from the hindrances of passion andknowledge.7. Thou dost not vanish in Nirvana, nor is Nirvana abiding in thee; for ittranscends the duality of knowing and known and of being and nonbeing.8. Those who see the Muni so serene and beyond birth [and death] willbe cleansed of attachment, stainless both in this world and in the other."
2,14,"At that time Mahamati the Bodhisattva-Mahasattva praising theBhagavan with such verses as these, made his own name known to theBhagavan.9. I am Mahamati, Bhagavan, and am well versed in the Mahayana. Iwish to ask one hundred and eight questions of thee who art mosteloquent.10. Hearing his words the Buddha, the best knower of the world,looking over the whole assembly, spoke to the son of the Sugata thus:11. Ask me, sons of the Victorious, and Mahamati, you ask and I willinstruct you in self-realization.At that moment Mahamati the Bodhisattva-Mahasattva who was givenby the Bhagavan the opportunity to speak, prostrated himself at the feetof the Bhagavan and asked:12. How can one be cleansed of false intellection? Whence does it"
2,15,"arise? How can one perceive errors? Whence do they arise?13. Whence come lands, transformation, appearance, andphilosophers? Wherefore is the state of imagelessness, the gradations,and whence are the sons of the Victorious?14. Where is the way of emancipation? Who is in bondage? By what ishe redeemed? What is the mental state of those who practise theDhyanas? Whence is the triple vehicle?15. What is that which is born of causation? What is effect? What iscause [or that which works]? Whence the doctrine of duality? Whencedoes it arise?16. Wherefore is the tranquilising exercise of formlessness? And that ofcomplete extinction? Wherefore the extinction of thoughts? And how isone awakened from it?17. How does action rise? Whence is the behaviour of those who holdthe body? Whence [this] visible [world]? Whence the conditions?Whence the entrance upon the stages?18. Who is it that breaks through this triple existence? What is theabode? What is the body? Where does that which is abiding arise?Whence comes the son of the Buddha?19. Who attains the psychic faculties, the self-masteries, the Samadhis?How is the mind tranquilised? Pray tell me, O Bull-like Victor?20. What is the alaya? And whence the ManoVijnana? How does thevisible [world] rise? How does it cease from being visible?21. Whence are families and no-families? What is meant by Mind-only?The setting up of marks? And whence [the doctrine of] egolessness?22. Why is there no being? What kind of teaching is in accordance with"
2,16,"popular thinking? How can one cease cherishing eternalism (sasvatadarshana) and nihilism (uccheda-darshana)?23. How is it that you do not differ from the philosophers as regardsappearance? Tell me, whence is the rise of the Nyaya school? Itsfuture?24. What is meant by emptiness? What do you understand bymomentary destruction? Whence is the Womb? And whence is thestability of the world?25. Why is the world like a vision and a dream? How does it resemblethe city of the Gandharvas? Why it is to be regarded as like a mirage, orlike the moon reflected in water? Pray tell me.26. What are the elements of enlightenment? Whence are theconstituents of enlightenment? Wherefore is a revolution, and thedisturbance of a kingdom? And how does the realiztic view of existence(bhavadrishti) take its rise?27. What is meant by the world being above birth and death? or beinglike the flower in the air? How do you understand it? Why do youregard it as being beyond words?28. How is it not subject to discrimination? How is it like the sky? Ofhow many sorts is suchness? How manifold is the Mind? How manyParamitas are there?29. Whence is the gradation of the stages? What is the state ofimagelessness? Wherefore is the twofold egolessness? How is onecleansed of [the hindrance of] knowledge?30. Of how many kinds is knowledge (jnana)? O Leader! How manymoral precepts are there? and forms of being? Whence are the familiesborn of gold and jewel and pearl?"
2,17,"31. Of whom is speech born? Whence is the differentiation of beings?Whence are the sciences, offices, arts? and by whom are they mademanifest?32. Of how many sorts are gathas? What is prose? What is metre? Ofhow many sorts is reasoning and exegesis?33. How many varieties of food and drink are there? Whence doessexual desire originate? Whence are there kings, sovereigns, andprovincial rulers?34. How does a king protect his dominion? Of how many groups areheavenly beings? Whence are the earth, stars, constellations, the moon,and the sun?35. How many kinds of emancipation are there? of the Yogins? Howmany kinds of discipleship? And how about the masters?36. How many kinds of Buddhahood are there? And how many of theJataka Tales? How numerous are the evil ones? How numerous are theheretics?37. What is meant by [the doctrine] that there is nothing but thoughtconstruction? Pray tell me, thou Most Eloquent One?38. Whence are the clouds in the sky? the wind? What is meant byrecollection? by wisdom (medha)? Whence are trees and vines? Praytell me, Lord of the Triple World?39. How do horses, elephants, and deer get caught? Wherefore arethere fools and despicable people? Pray tell me, thou Charioteer of theMind?40. Wherefore are the six seasons mentioned? What is meant by theIcchantika [one who is without Buddha-nature]? Pray tell me whence isthe birth of a man? of a woman? of a hermaphrodite?"
2,18,"41. How does one retrograde in the Yoga exercises? How does onemake progress in them? How many exercises are there? and how aremen kept abiding in them? Pray tell me.42. Beings are born in the various paths of existence, what are theirspecific marks and forms? How is abundance of wealth acquired? Praytell me, thou who art like the sky?43. Whence is the Sakya family? And the one born of Ikshvaku?Whence is the Rishi Long-Penance? What is taught by him?44. How is it that thou art thus apparent everywhere in every land,surrounded by such Bodhisattvas of such various names and forms?45. Why is meat not to be eaten? Why is it forbidden? Whence was thecarnivorous race born, who eats meat?46. Why are the lands shaped like the moon, the sun, the Sumeru, thelotus, the swatika, and the lion? Pray tell me.47. Wherefore are the lands shaped like a capsized and upturned net ofIndra which is composed of all sorts of jewels? Pray tell me why?48. Wherefore are [the lands] shaped in the form of a lute or a drum?Like various flowers and fruits? Like the sun and the moon which are sostainless? Pray tell me.49. Whence are the Buddhas of Transformation? Whence are theBuddhas of Maturity [or Recompense]? Whence are the Buddhas whoare endowed with transcendental knowledge of suchness? Pray tell me.50. Why does not one attain enlightenment in the world of desire? Praytell me. What is the meaning of your being enlightened in the Akanishthaby shaking off all the passions?"
2,19,"51. After my passing who will be the upholder of the Discipline [orDoctrine, sasana]! How long should the teacher abide? How longshould the teaching continue?52. How many sorts of established truths are there? And how many ofphilosophical views? Whence is morality? And what constitutes thebeing of a Bhikshu? Pray tell me.53. What is meant by a state of revulsion [or turning-back]? Whence isa state of imagelessness, [which is realized] by the Pratyekabuddhas,Bodhisattvas, and Sravakas?54. By whom are the psychic powers of this world attained? What arethe super-worldly ones? By what means does the mind enter upon theseven stages? Pray tell me.55. How many kinds of Brotherhood are there? And how does adissension take place in a Brotherhood! Whence are medical treatisesfor beings? Pray tell me.56. You say that you were among the Buddhas Kasyapa,Krakuchanda, and Kanakamuni; tell me wherefore so, O Great Muni!57. Whence is the doctrine that there is no ego-soul in beings? Whenceis the doctrine of eternity, and of annihilation? Wherefore do you noteverywhere announce the doctrine of Mind-only as the truth?58. What is meant by the forest of men and women? And by the forestof Karitaki and Amali? Whence are the mountains Kailasa, Cakravada,and Vajrasamhanana?59. Among these, whence are the mountains decorated with varioussorts of jewels and filled with Rishis and Gandharvas? Pray tell me.60. Hearing this [which constitutes] the wonderful doctrine of theMahayana and also the most excellent heart of the Buddhas, the Great"
2,20,"Hero, the Buddha, the One Most Excelled in the Knowledge of theWorld, [spoke thus]:61. Well done! Well done! O Mahaprajna-Mahamati! Listen well, andI will tell you in order regarding your questions.62. Birth, no-birth, Nirvana, emptiness, transmigration, having-no-selfnature, Buddhas, sons of the Paramitas,63. The Sravakas, Bodhisattvas, the philosophers, those who arecapable of formless deeds, the Meru, oceans, mountains, islands, lands,the earth,64. The stars, the sun, the moon, the philosophers, the Asura,emancipations, the self-masteries, the psychic faculties, the Dhyanas, theSamadhis,65. The extinctions (nirodha), the supernatural powers, the elements ofenlightenment, and the paths, Dhyanas, the unmeasurables, theaggregates (skandhas), and the comings-and-goings.66. Samapattis, the extinctions, the stirrings of mind, explanations inwords, the Citta, Manas, and Vijnanas, egolessness, the five Dharmas,67. Self-nature, the discriminating, the discriminated, the visible [world],dualism--whence are they? Various forms of vehicles, families, thoseborn of gold, jewels, and pearls?68. The Icchantika, the original elements, the wandering-about, oneBuddhahood, knowledge, the known, the marching, the attainment, andthe existence and non-existence of beings?69. How are horses, elephants, deer caught? Pray tell me how. What isa proposition, a teaching established by the conjunction of reason andillustration?"
2,21,"70. Whence is cause and effect? Various errors? and also reason?[Why the statement that there is] nothing but Mind, that there is noobjective [literally, seen] world, that there is no ascending of the stages?71. Whence is the state of imagelessness and revulsion which is ahundredfold? You tell me. Likewise about medical treatises, arts, crafts,sciences, and teachings?72. And also what are the measurements of the mountains, Sumeru, andthe earth? What are the measurements of the ocean, moon, and sun?Tell me.73. How many particles of dust are there in the body of a being? Howmany of the coarser ones, of the finer ones, and of the middle ones?How many particles of dust in every land? How many in every dhanva?74. In measuring distance how much is a hasta, a dhanu, a krosa, ayojana, a half-yojana? How many of rabbit-hairs, of window-dust,louse-eggs, or ram-hairs, of barley?75. How many grains of barley in a prastha? How many grains of barleyin a half-prastha? Likewise how many in a drona, in a kharya, a laksha,a koti, a vimvana?76. How many atoms are there in a mustard-seed? How manymustard-seeds are there in a rakshika? How many in a bean, in adharana, in a mashaka?77. How many dharanas are there in a karsha? How many karshas in apala? and how many palas are there in Mount Sumeru which is a hugeaccumulation [of masses]?78. You should ask me thus, O son! Why do you ask me otherwise?How many atoms are there in the body of a Pratyekabuddha, of aSravaka, of a Buddha, and of a Bodhisattva? Why do you not ask mein this wise?"
2,22,"79. How many atoms are there at the top of a flame? How many atomsare in the wind? How many in each sense-organ? How many in a poreof the skin? in the eyebrows?80. Whence are these men of immense wealth, kings, great sovereigns?How is the kingdom taken care of by them? And how about theiremancipation?81. Tell whence is prose and metre. Why is sexual desire universallycherished? Whence is the variety of foods and drinks? Whence theman-woman forest?82. Wherefore are the mountains of Vajrasamhanana? Tell me whence,wherefore; are they like a vision, a dream, and a fata-morgana?83. Whence is the arising of clouds? And whence do the seasons rise?Whence is the nature of taste? Whence is woman, man, andhermaphrodite?84. Whence are the adornments and the Bodhisattvas? Ask me, O myson! Whence are the divine mountains embellished by the Rishis andGandharvas?85. Whence is the way of emancipation? Who is in bondage? By whomis he delivered? What is the state of one who practises tranquillisation?What is transformation, and who are those philosophers?86. What is meant by non-existence, existence, and no-effect? Whencearises the visible world? How can one be cleansed of false intellection?Whence does false intellection arise?87. Whence arises action? And whence its departure? Tell me. Howdoes the extinction of thought take place? And what is meant by aSamadhi?"
